,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252
2024,,2018-05-07,TA1809,4899.437734337535,4936.091881975971,4969.255158410746,4897.692298735706,0,952812,4897.692298735706,4943.073624383293,4887.219685124724,1272830,5131.58066938096,4642.858700868488,5670,5,0.007840342124019857,0.005158833373077188,0.006365532750609344,0.006777394145143668,0.0065068337526274994,0.008496024362963622,0.00913600799270796
2025,,2018-05-08,TA1809,4948.309931188783,4948.309931188783,4977.982336419897,4927.36470396682,0,591604,4936.091881975971,4953.546237994274,4943.073624383293,1287420,5190.925479843189,4695.221768923396,5666,5,0.0024752475247524774,0.005034388521231903,0.0057319436942026205,0.006467446034148267,0.006492147149146462,0.008485320945426195,0.009112800831450036
2026,,2018-05-09,TA1809,4953.546237994274,4943.073624383293,4965.764287207086,4885.474249522894,0,715494,4948.309931188783,4932.60101077231,4953.546237994274,1241708,5201.398093454171,4705.694382534377,5636,5,-0.001058201058200928,0.004079204973962631,0.0055883188141382855,0.006359818145007203,0.0064923668706016275,0.008402178418196116,0.009111448478605608
2027,,2018-05-10,TA1809,4951.800802392444,5005.909306049181,5012.891048456503,4948.309931188783,0,801374,4943.073624383293,4990.200385632709,4932.60101077231,1339432,5180.452866232207,4684.749155312414,5712,5,0.012711864406779566,0.006080907051724445,0.005777072846654463,0.006293214478652816,0.006617985793082644,0.008469046365807373,0.009142189243634262
2028,,2018-05-11,TA1809,5005.909306049181,5056.526938502259,5075.726730122392,4993.69125683637,0,924636,5005.909306049181,5032.090840076636,4990.200385632709,1438062,5239.797676694437,4740.603094570983,5754,5,0.010111576011157688,0.00562843567434989,0.005988479187802456,0.0064391063757115756,0.006705621520090851,0.008507572123230396,0.009159979719427655
2029,,2018-05-14,TA1809,5058.272374104089,5056.526938502259,5091.435650538864,5046.054324891277,0,734492,5056.526938502259,5065.254116511411,5032.090840076636,1439882,5285.179002342023,4779.002677811248,5796,5,0.0,0.006196004055734573,0.006025411869062668,0.006409239800652597,0.00653400064565683,0.008504838677739995,0.0091434848298
2030,,2018-05-15,TA1809,5061.763245307749,5105.399135353507,5117.617184566318,5056.526938502259,0,706846,5056.526938502259,5091.435650538864,5065.254116511411,1465098,5320.087714378628,4810.420518644192,5828,5,0.009665170866413539,0.006340280870858453,0.005979710070240301,0.006438238448476938,0.0066357568416794575,0.008330121902337943,0.009161330228954982
2031,,2018-05-16,TA1809,5114.126313362658,5103.653699751676,5169.980252621226,5084.453908131543,0,1080596,5105.399135353507,5114.126313362658,5091.435650538864,1424620,5346.269248406082,4836.602052671647,5866,5,-0.0003418803418804185,0.006137699367706478,0.0060110884619281445,0.006429753893971104,0.006636370523943066,0.00833048020526084,0.009078424581183759
2032,,2018-05-17,TA1809,5103.653699751676,5091.435650538864,5110.635442158997,5080.963036927883,0,529628,5103.653699751676,5094.926521742525,5114.126313362658,1362752,5370.705346831705,4857.54727989361,5844,5,-0.002393980848153217,0.0059880958319971115,0.00606282517942628,0.006324797673827441,0.006633058421453291,0.008328421147314493,0.008977817330792458
2033,,2018-05-18,TA1809,5100.162828548016,5082.708472529713,5128.0897981773,5077.472165724223,0,739020,5091.435650538864,5103.653699751676,5094.926521742525,1360982,5349.760119609743,4840.092923875307,5852,5,-0.0017140898183065063,0.004918382727535115,0.006088896728518714,0.006338310525516836,0.006634608071681729,0.008313774077564137,0.008972381215053168
2034,,2018-05-21,TA1809,5079.217601326052,5112.380877760827,5135.07154058462,5044.308889289448,0,856744,5082.708472529713,5087.944779335204,5103.653699751676,1384302,5360.232733220724,4847.074666282628,5790,5,0.005837912087912144,0.005287923284116111,0.005478112502909378,0.006251738243673395,0.006655721753607827,0.00832568812566382,0.008978135403068056
2035,,2018-05-22,TA1809,5103.653699751676,5054.781502900429,5108.890006557167,5025.109097669315,0,893412,5112.380877760827,5058.272374104089,5087.944779335204,1263298,5342.778377202421,4833.111181467986,5794,5,-0.011266643905769922,0.006129578654854511,0.005936408347455508,0.006571168832667029,0.00678813882327616,0.007878147820226077,0.008998012976593377
